survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,family_size
0,2,male,0.4205550472705093,0,0,0.015126992566498259,Q,Third,man,True,Unknown,Queenstown,no,True,1
0,1,male,0.2375724306190912,0,0,0.050748620223090936,S,Second,man,True,Unknown,Southampton,no,True,1
0,2,female,0.4205550472705093,8,2,0.13575255909676825,S,Third,woman,False,Unknown,Southampton,no,False,11
0,0,male,0.4205550472705093,0,0,0.05991421140938287,C,First,man,True,Unknown,Cherbourg,no,True,1
0,2,male,0.37480939310765476,0,0,0.015411575213749286,S,Third,man,True,Unknown,Southampton,no,True,1
0,1,male,0.5882891125343093,0,0,0.025374310111545468,S,Second,man,True,Unknown,Southampton,no,True,1
1,0,female,0.7407746264104911,0,0,0.050610427826483444,S,First,woman,False,D,Southampton,yes,True,1
1,2,female,0.46630070143336383,0,0,0.016948672845506364,S,Third,woman,False,Unknown,Southampton,yes,True,1
0,2,male,0.4510521500457456,0,0,0.014110458666029575,C,Third,man,True,Unknown,Cherbourg,no,True,1
0,2,female,0.4510521500457456,1,1,0.04713766070721715,S,Third,woman,False,Unknown,Southampton,no,False,3
0,1,male,0.5120463555962184,0,0,0.025374310111545468,S,Second,man,True,Unknown,Southampton,no,True,1
1,1,female,0.46630070143336383,1,1,0.05123658772523604,S,Second,woman,False,Unknown,Southampton,yes,False,3
1,0,male,0.16132967368100032,1,2,0.23422440102965048,S,First,child,False,B,Southampton,yes,False,4
1,2,male,0.0,0,1,0.016623491302076868,C,Third,child,False,Unknown,Cherbourg,yes,False,2
1,2,male,0.4053064958828911,0,0,0.013614293309848433,S,Third,man,True,Unknown,Southampton,yes,True,1
0,2,male,0.46630070143336383,0,0,0.015175789316712771,S,Third,man,True,Unknown,Southampton,no,True,1
0,0,male,0.5882891125343093,0,0,0.0,S,First,man,True,A,Southampton,no,True,1
0,2,female,0.26806953339432754,0,0,0.015175789316712771,S,Third,woman,False,Unknown,Southampton,no,True,1
0,1,male,0.5882891125343093,0,0,0.025374310111545468,S,Second,man,True,Unknown,Southampton,no,True,1
1,0,female,0.49679780420860015,1,0,0.10364429745562033,S,First,woman,False,E,Southampton,yes,False,2
0,2,male,0.3900579444952729,0,0,0.015395374692678068,S,Third,man,True,Unknown,Southampton,no,True,1
0,2,male,0.5882891125343093,0,0,0.04713766070721715,S,Third,man,True,Unknown,Southampton,no,True,1
0,1,male,0.5272949069838365,0,0,0.020494635090094415,S,Second,man,True,Unknown,Southampton,no,True,1
0,2,female,0.08508691674290943,4,2,0.06104473451835265,S,Third,child,False,Unknown,Southampton,no,False,7
0,2,male,0.45867642573955475,0,0,0.015712553569072387,S,Third,man,True,Unknown,Southampton,no,True,1
0,0,male,0.4205550472705093,0,0,0.0,S,First,man,True,B,Southampton,no,True,1
0,2,female,0.3443122903324184,0,0,0.015468569817999833,S,Third,woman,False,Unknown,Southampton,no,True,1
0,1,male,0.46630070143336383,1,1,0.07222738817151159,C,Second,man,True,Unknown,Cherbourg,no,False,3
0,2,male,0.649283318084782,0,0,0.012589561555343713,S,Third,man,True,Unknown,Southampton,no,True,1
0,2,male,0.14608112229338213,3,2,0.05445717323939373,S,Third,child,False,Unknown,Southampton,no,False,6
1,0,female,0.7865202805733456,1,1,0.18249984580226933,S,First,woman,False,B,Southampton,yes,False,3
1,2,male,0.4053064958828911,0,0,0.016908073949327893,S,Third,man,True,Unknown,Southampton,yes,True,1
0,0,male,0.5730405611466911,0,0,0.0,S,First,man,True,Unknown,Southampton,no,True,1
1,2,female,0.4053064958828911,0,1,0.024349578357040744,S,Third,woman,False,E,Southampton,yes,False,2
0,2,male,0.02409271119243672,4,1,0.07746484096553544,S,Third,child,False,Unknown,Southampton,no,False,6
0,2,male,0.4205550472705093,0,0,0.013565496559633922,Q,Third,man,True,Unknown,Queenstown,no,True,1
0,2,male,0.4205550472705093,0,0,0.11027245763075773,S,Third,man,True,Unknown,Southampton,no,True,1
1,1,male,0.008844159804818542,0,2,0.07222738817151159,C,Second,child,False,Unknown,Cherbourg,yes,False,3
1,2,male,0.4205550472705093,0,0,0.015126992566498259,Q,Third,man,True,Unknown,Queenstown,yes,True,1
1,0,female,0.9390057944495274,0,0,0.15614960068643363,S,First,woman,False,B,,yes,True,1
1,2,female,0.222323879231473,1,0,0.028212719478023115,C,Third,child,False,Unknown,Cherbourg,yes,False,2
1,1,male,0.006251906068923452,1,1,0.03659756266088288,S,Second,child,False,Unknown,Southampton,yes,False,3
0,2,male,0.4205550472705093,0,0,0.014110458666029575,C,Third,man,True,Unknown,Cherbourg,no,True,1
0,2,male,0.3443122903324184,0,0,0.015330377421392339,S,Third,man,True,Unknown,Southampton,no,True,1
0,2,male,0.26806953339432754,0,0,0.016200521071217493,S,Third,man,True,Unknown,Southampton,no,True,1
1,0,female,0.5882891125343093,1,1,0.16231419173453318,C,First,woman,False,E,Cherbourg,yes,False,3
0,2,male,0.3138151875571821,0,0,0.016908073949327893,S,Third,man,True,Unknown,Southampton,no,True,1
0,2,male,0.4205550472705093,0,0,0.015712553569072387,S,Third,man,True,Unknown,Southampton,no,True,1
1,2,male,0.481549252820982,0,0,0.11027245763075773,S,Third,man,True,Unknown,Southampton,yes,True,1
1,0,male,0.4205550472705093,0,0,0.057970539254838485,C,First,man,True,C,Cherbourg,yes,True,1
0,2,male,0.29856663616956386,0,0,0.015468569817999833,S,Third,man,True,Unknown,Southampton,no,True,1
0,1,male,0.2375724306190912,0,0,0.020494635090094415,S,Second,man,True,Unknown,Southampton,no,True,1
1,0,female,0.4510521500457456,0,0,0.060507970265993034,C,First,woman,False,Unknown,Cherbourg,yes,True,1
0,2,male,0.5196706312900274,0,0,0.012565163180236457,C,Third,man,True,Unknown,Cherbourg,no,True,1
0,2,male,0.2528209820067093,0,0,0.016908073949327893,S,Third,man,True,Unknown,Southampton,no,True,1
0,2,male,0.6340347666971639,0,0,0.014736618564782174,S,Third,man,True,Unknown,Southampton,no,True,1
0,2,male,0.4205550472705093,8,2,0.13575255909676825,S,Third,man,True,Unknown,Southampton,no,False,11
0,2,male,0.5272949069838365,0,0,0.015411575213749286,C,Third,man,True,Unknown,Cherbourg,no,True,1
0,1,male,0.4205550472705093,0,1,0.06441171028315387,S,Second,man,True,Unknown,Southampton,no,False,2
1,0,female,0.4205550472705093,1,0,0.17391981561855152,C,First,woman,False,C,Cherbourg,yes,False,2
0,2,male,0.05458981396767307,4,2,0.06104473451835265,S,Third,child,False,Unknown,Southampton,no,False,7
0,2,female,0.13083257090576397,1,1,0.029757819776815374,C,Third,child,False,Unknown,Cherbourg,no,False,3
1,0,female,0.2375724306190912,0,1,0.07690367833806856,S,First,woman,False,D,Southampton,yes,False,2
0,1,female,0.6645318694724002,1,0,0.050748620223090936,S,Second,woman,False,Unknown,Southampton,no,False,2
1,2,female,0.26806953339432754,0,1,0.018249984580226933,S,Third,woman,False,Unknown,Southampton,yes,False,2
1,0,female,0.6797804208600183,1,1,0.32179836714362564,S,First,woman,False,Unknown,Southampton,yes,False,3
1,0,male,0.7712717291857274,0,0,0.051822148727810165,S,First,man,True,E,Southampton,yes,True,1
1,2,female,0.3595608417200366,0,3,0.03758969818624431,C,Third,woman,False,Unknown,Cherbourg,yes,False,4
0,2,male,0.4205550472705093,0,0,0.014110458666029575,C,Third,man,True,Unknown,Cherbourg,no,True,1
0,2,male,0.6187862153095456,2,0,0.027537567642055148,S,Third,man,True,Unknown,Southampton,no,False,3
0,1,male,0.3138151875571821,1,0,0.022446505098674838,S,Second,man,True,Unknown,Southampton,no,False,2
1,0,female,0.7255260750228729,0,0,0.050610427826483444,S,First,woman,False,D,Southampton,yes,True,1
0,2,female,0.4205550472705093,8,2,0.13575255909676825,S,Third,woman,False,Unknown,Southampton,no,False,11
0,1,male,0.3595608417200366,0,0,0.025374310111545468,S,Second,man,True,Unknown,Southampton,no,True,1
1,1,female,0.6340347666971639,0,0,0.025374310111545468,S,Second,woman,False,Unknown,Southampton,yes,True,1
1,1,female,0.4053064958828911,1,0,0.027049600139910042,C,Second,woman,False,Unknown,Cherbourg,yes,False,2
0,0,male,0.46630070143336383,0,0,0.09856123757927521,S,First,man,True,A,Southampton,no,True,1
0,2,male,0.4205550472705093,0,0,0.018542765081513996,S,Third,man,True,Unknown,Southampton,no,True,1
1,2,male,0.05458981396767307,1,1,0.021730754366528396,S,Third,child,False,Unknown,Southampton,yes,False,3
0,2,male,0.3900579444952729,0,0,0.015411575213749286,S,Third,man,True,Unknown,Southampton,no,True,1
1,0,female,0.7102775236352546,1,1,0.10257896680493714,S,First,woman,False,D,Southampton,yes,False,3
0,0,male,0.49679780420860015,0,0,0.009759350042902102,S,First,man,True,B,Southampton,no,True,1
0,2,male,0.7102775236352546,0,0,0.017566830077223785,S,Third,man,True,Unknown,Southampton,no,True,1
1,1,female,0.4205550472705093,1,0,0.04684488020593009,C,Second,woman,False,Unknown,Cherbourg,yes,False,2
1,2,female,0.222323879231473,0,0,0.014102260811993537,C,Third,child,False,Unknown,Cherbourg,yes,True,1
0,2,male,0.29856663616956386,0,0,0.019217721730481106,S,Third,man,True,Unknown,Southampton,no,True,1
0,2,male,0.2833180847819457,0,0,0.015411575213749286,S,Third,man,True,Unknown,Southampton,no,True,1
0,2,male,0.4205550472705093,0,0,0.015411575213749286,S,Third,man,True,Unknown,Southampton,no,True,1
1,0,female,0.8475144861238183,0,1,0.16231419173453318,C,First,woman,False,C,Cherbourg,yes,False,2
1,1,female,0.37480939310765476,0,1,0.050748620223090936,S,Second,woman,False,Unknown,Southampton,yes,False,2
0,2,male,0.49679780420860015,0,0,0.015411575213749286,S,Third,man,True,Unknown,Southampton,no,True,1
0,2,female,0.32906373894480023,0,0,0.02052723131923771,S,Third,woman,False,Unknown,Southampton,no,True,1
0,1,male,0.4205550472705093,0,0,0.020494635090094415,S,Second,man,True,Unknown,Southampton,no,True,1
0,2,male,0.37480939310765476,0,0,0.013760683560491965,S,Third,man,True,Unknown,Southampton,no,True,1
0,2,female,0.5882891125343093,0,5,0.05684821399990475,Q,Third,woman,False,Unknown,Queenstown,no,False,6
0,1,male,0.4053064958828911,0,0,0.025374310111545468,S,Second,man,True,Unknown,Southampton,no,True,1
1,0,female,0.2833180847819457,0,0,0.05855610025741262,S,First,woman,False,B,Southampton,yes,True,1
0,2,female,0.4205550472705093,1,2,0.04577135170121086,S,Third,woman,False,Unknown,Southampton,no,False,4
1,0,male,0.3900579444952729,0,0,0.05855610025741262,C,First,man,True,C,Cherbourg,yes,True,1
0,2,male,0.481549252820982,0,0,0.015126992566498259,Q,Third,man,True,Unknown,Queenstown,no,True,1
